idx,rxn_smiles,dE0,dHrxn298
6775,[H]C(=O)/C([H])=N\C([H])([H])C([H])=O>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,71.83149999999999,-1.64745
6776,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C1=NC([H])([H])[C@]2([H])O[C@]2([H])O1,47.46075,-0.0649
6776,[H]C1=NC([H])([H])[C@]2([H])O[C@]2([H])O1>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,47.52565,0.0649
6777,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)O/C([H])=C(/[H])N=C([H])[H],54.784040000000005,-3.60131
6777,[H]C(=O)O/C([H])=C(/[H])N=C([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,58.38535,3.60131
6778,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]O/C([H])=N\C([H])([H])C([H])=C=O,49.04274,-5.32145
6778,[H]O/C([H])=N\C([H])([H])C([H])=C=O>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,54.36419,5.32145
6779,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[C-]#[O+].[H]C(=O)[N+]1([H])[C-]([H])C1([H])[H],62.1878,54.74007
6779,[C-]#[O+].[H]C(=O)[N+]1([H])[C-]([H])C1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,7.44773,-54.74007
6780,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)C([H])(N=C([H])[H])C([H])=O,76.77887,-0.39157
6780,[H]C(=O)C([H])(N=C([H])[H])C([H])=O>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,77.17044,0.39157
6781,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C1([H])N2[C@@]1([H])[C@@]1([H])OO[C@@]21[H],124.57991,94.41608
6781,[H]C1([H])N2[C@@]1([H])[C@@]1([H])OO[C@@]21[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,30.163830000000004,-94.41608
6782,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)O/C([H])=N\C([H])=C([H])[H],56.17246,-8.48466
6782,[H]C(=O)O/C([H])=N\C([H])=C([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,64.65712,8.48466
6783,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C1([H])[C@@]2([H])N3O[C@@]2([H])O[C@@]31[H],96.68394,56.2651
6783,[H]C1([H])[C@@]2([H])N3O[C@@]2([H])O[C@@]31[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,40.41884000000001,-56.2651
6784,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)[C@]1([H])N=C1[H].[H]C([H])=O,79.34895999999999,36.99558
6784,[H]C(=O)[C@]1([H])N=C1[H].[H]C([H])=O>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,42.353379999999994,-36.99558
6785,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C1=NC([H])([H])C([H])([H])C(=O)O1,59.5579,-34.37638
6785,[H]C1=NC([H])([H])C([H])([H])C(=O)O1>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,93.93428,34.37638
6786,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C1=N[C@]2([H])C([H])([H])O[C@]2([H])O1,52.6628,-4.8362
6786,[H]C1=N[C@]2([H])C([H])([H])O[C@]2([H])O1>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,57.498999999999995,4.8362
6787,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]O[C][C@]1([H])N(C([H])=O)C1([H])[H],77.70149,46.19084
6787,[H]O[C][C@]1([H])N(C([H])=O)C1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,31.510650000000005,-46.19084
6788,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)[C@]1([H])OC([H])=NC1([H])[H],38.55807,-16.288079999999997
6788,[H]C(=O)[C@]1([H])OC([H])=NC1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,54.846149999999994,16.288079999999997
6789,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[C-]#[O+].[H]O[C@]1([H])N2C([H])([H])[C@@]21[H],62.432,27.445120000000003
6789,[C-]#[O+].[H]O[C@]1([H])N2C([H])([H])[C@@]21[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,34.98688,-27.445120000000003
6790,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)C([H])=C([H])[H].[H]N=C=O,54.65156,-18.11344
6790,[H]C(=O)C([H])=C([H])[H].[H]N=C=O>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,72.765,18.11344
6791,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[C-]#[O+].[H]C([H])=O.[H]C1=NC1([H])[H],72.25876,38.64576
6791,[C-]#[O+].[H]C([H])=O.[H]C1=NC1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,33.61299999999999,-38.64576
6792,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)N1C(=C=O)C1([H])[H].[H][H],86.80019,48.8619
6792,[H]C(=O)N1C(=C=O)C1([H])[H].[H][H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,37.93829,-48.8619
6793,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]OC([H])=[N+]1C(=C([H])[O-])C1([H])[H],55.92594,49.05368
6793,[H]OC([H])=[N+]1C(=C([H])[O-])C1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,6.872259999999997,-49.05368
6794,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)[C@]1([H])N=C([H])OC1([H])[H],41.99213,-17.46791
6794,[H]C(=O)[C@]1([H])N=C([H])OC1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,59.460040000000006,17.46791
6795,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C1=[N+]([C-]([H])[H])[C@@]2([H])O[C@@]2([H])O1,82.45844,54.38577
6795,[H]C1=[N+]([C-]([H])[H])[C@@]2([H])O[C@@]2([H])O1>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,28.072669999999995,-54.38577
6796,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C1([H])N2[C@]3([H])O[C@@]([H])(O3)[C@]21[H],62.30536,39.6061
6796,[H]C1([H])N2[C@]3([H])O[C@@]([H])(O3)[C@]21[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,22.699260000000002,-39.6061
6797,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C1=C([H])C([H])([H])N2O[C@@]2([H])O1,62.95884,35.5103
6797,[H]C1=C([H])C([H])([H])N2O[C@@]2([H])O1>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,27.44854,-35.5103
6798,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]O/C([H])=C1/N(C([H])=O)C1([H])[H],70.8181,20.41277
6798,[H]O/C([H])=C1/N(C([H])=O)C1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,50.405330000000006,-20.41277
6799,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)N1OC([H])=C([H])C1([H])[H],55.14832,17.70226
6799,[H]C(=O)N1OC([H])=C([H])C1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,37.44606,-17.70226
6800,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)C1=NC1([H])[H].[H]C([H])=O,80.8534,43.59836
6800,[H]C(=O)C1=NC1([H])[H].[H]C([H])=O>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,37.255039999999994,-43.59836
6801,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]OC([H])=[N+]1[C-]([H])[C@]1([H])C([H])=O,60.78011,56.22129
6801,[H]OC([H])=[N+]1[C-]([H])[C@]1([H])C([H])=O>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,4.558819999999997,-56.22129
6802,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)[N+](C([H])=C([H])[O-])=C([H])[H],30.81328,17.86916
6802,[H]C(=O)[N+](C([H])=C([H])[O-])=C([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,12.944119999999998,-17.86916
6803,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)OC([H])=[N+]1[C-]([H])C1([H])[H],70.89058,53.89169
6803,[H]C(=O)OC([H])=[N+]1[C-]([H])C1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,16.998890000000003,-53.89169
6804,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H]C(=O)[C@@]1([H])[C-]([H])[N+]1([H])C([H])=O,66.79219,52.69025
6804,[H]C(=O)[C@@]1([H])[C-]([H])[N+]1([H])C([H])=O>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,14.101940000000006,-52.69025
6805,[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O>>[H][C-]=[O+][C@]1([H])N(C([H])=O)C1([H])[H],108.19165,66.75803
6805,[H][C-]=[O+][C@]1([H])N(C([H])=O)C1([H])[H]>>[H]C(=O)N1C([H])([H])[C@]1([H])C([H])=O,41.43361999999999,-66.75803
6806,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]N1[C][C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],98.48486,42.50605
6806,[H]N1[C][C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],55.978809999999996,-42.50605
6807,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]/N=C(\[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=C([H])[H],91.67956,21.58723
6807,[H]/N=C(\[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=C([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],70.09232999999999,-21.58723
6808,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])([N+]#[C-])C([H])([H])[H],57.82966,20.30431
6808,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])([N+]#[C-])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],37.525349999999996,-20.30431
6809,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]/N=C1\C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],92.52336,1.17672
6809,[H]/N=C1\C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],91.34664,-1.17672
6810,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]/N=C1\C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],109.69866,38.82958
6810,[H]/N=C1\C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],70.86908,-38.82958
6811,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]/N=C1\[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],99.29576,18.87104
6811,[H]/N=C1\[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],80.42472000000001,-18.87104
6812,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]C([H])=C([H])C([H])([H])[H].[H]N=C=C([H])C([H])([H])[H],67.80268000000001,47.73848
6812,[H]C([H])=C([H])C([H])([H])[H].[H]N=C=C([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],20.064200000000007,-47.73848
6813,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]N=C=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],90.8293,25.49541
6813,[H]N=C=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],65.33389,-25.49541
6814,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]N1[C][C@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],89.06088000000001,37.837790000000005
6814,[H]N1[C][C@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],51.223090000000006,-37.837790000000005
6815,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]C([H])=C([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H].[H][H],113.03569,30.52017
6815,[H]C([H])=C([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H].[H][H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],82.51552000000001,-30.52017
6816,[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H]>>[H]/N=C1/[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[H],109.87114,37.56792
6816,[H]/N=C1/[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],72.30322,-37.56792
6817,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]ON=C=C([H])C([H])([H])C([H])([H])C([H])([H])[H],69.29476,13.527020000000002
6817,[H]ON=C=C([H])C([H])([H])C([H])([H])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],55.767739999999996,-13.527020000000002
6818,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]N([O-])[C+]1C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],54.00455,14.447920000000002
6818,[H]N([O-])[C+]1C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],39.55663,-14.447920000000002
6819,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]O/N=C(/[H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],69.18343,4.40189
6819,[H]O/N=C(/[H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],64.78154,-4.40189
6820,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]O/N=C1/C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],66.40601,0.01211
6820,[H]O/N=C1/C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],66.39389999999999,-0.01211
6821,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]C1([H])C([H])([H])[C@@]2(N=O)C([H])([H])[C@@]12[H].[H][H],105.21152,50.29696
6821,[H]C1([H])C([H])([H])[C@@]2(N=O)C([H])([H])[C@@]12[H].[H][H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],54.914559999999994,-50.29696
6822,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H][C]C([H])([H])/C(=N\O[H])C([H])([H])C([H])([H])[H],79.85856,72.17126999999999
6822,[H][C]C([H])([H])/C(=N\O[H])C([H])([H])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],7.687290000000004,-72.17126999999999
6823,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]C([H])([H])[H].[H]O/N=C1/[C]C([H])([H])C1([H])[H],90.60616,86.89055
6823,[H]C([H])([H])[H].[H]O/N=C1/[C]C([H])([H])C1([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],3.715609999999998,-86.89055
6824,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]1([H])N=O,74.89299,14.89127
6824,[H]C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]1([H])N=O>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],60.00172,-14.89127
6825,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]C([H])([H])C1=C(N=O)C([H])([H])C1([H])[H].[H][H],98.33374,41.99782
6825,[H]C([H])([H])C1=C(N=O)C([H])([H])C1([H])[H].[H][H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],56.33592000000001,-41.99782
6826,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]OC([H])([H])C([H])([H])[C@@]([H])(C#N)C([H])([H])[H],73.03783,-42.16806
6826,[H]OC([H])([H])C([H])([H])[C@@]([H])(C#N)C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],115.20589,42.16806
6827,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]ON([H])C1=C(C([H])([H])[H])C([H])([H])C1([H])[H],83.57661999999999,15.08901
6827,[H]ON([H])C1=C(C([H])([H])[H])C([H])([H])C1([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],68.48760999999999,-15.08901
6828,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]ON(C1=C([H])C([H])([H])C1([H])[H])C([H])([H])[H],96.26484,21.04947
6828,[H]ON(C1=C([H])C([H])([H])C1([H])[H])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],75.21537000000001,-21.04947
6829,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]O/N=C(\C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],64.31606,0.54198
6829,[H]O/N=C(\C([H])([H])[H])C1([H])C([H])([H])C1([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],63.77407999999999,-0.54198
6830,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])[C@@]([H])(C#[N+][O-])C([H])([H])[H],61.6213,4.38208
6830,[H]C([H])([H])C([H])([H])[C@@]([H])(C#[N+][O-])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],57.239219999999996,-4.38208
6831,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]ON([H])C1=C([H])C([H])([H])[C@]1([H])C([H])([H])[H],76.26445,16.35558
6831,[H]ON([H])C1=C([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],59.90886999999999,-16.35558
6832,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]O[C@]1([N])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],67.07954000000001,60.96231
6832,[H]O[C@]1([N])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.117230000000006,-60.96231
6833,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H]C([H])([H])[C@]1([H])[C@@]2(N=O)C([H])([H])[C@@]12[H].[H][H],105.36201,60.93954
6833,[H]C([H])([H])[C@]1([H])[C@@]2(N=O)C([H])([H])[C@@]12[H].[H][H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],44.42247,-60.93954
6834,[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]>>[H][C]/C(=N\O[H])C([H])(C([H])([H])[H])C([H])([H])[H],74.58406,71.46855
6834,[H][C]/C(=N\O[H])C([H])(C([H])([H])[H])C([H])([H])[H]>>[H]O/N=C1\C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],3.1155100000000004,-71.46855
6835,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]C1=C(N([H])[H])C([H])([H])C(=O)N1[H],57.19687,-9.71138
6835,[H]C1=C(N([H])[H])C([H])([H])C(=O)N1[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],66.90825,9.71138
6836,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]OC1=C([H])[C@@]([H])(N([H])[H])[C]N1[H],56.22843,49.36236
6836,[H]OC1=C([H])[C@@]([H])(N([H])[H])[C]N1[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],6.866070000000001,-49.36236
6837,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]C1=C([O-])[N+]([H])([H])C([H])=C1N([H])[H],55.21226,19.77153
6837,[H]C1=C([O-])[N+]([H])([H])C([H])=C1N([H])[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],35.44073,-19.77153
6838,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]/N=C(\[H])C(=C=C([H])O[H])N([H])[H],67.46825,43.758590000000005
6838,[H]/N=C(\[H])C(=C=C([H])O[H])N([H])[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],23.709659999999992,-43.758590000000005
6839,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]O[C@@]1([H])N=C([H])C(N([H])[H])=C1[H],43.40494,9.99731
6839,[H]O[C@@]1([H])N=C([H])C(N([H])[H])=C1[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],33.407630000000005,-9.99731
6840,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]/N=C1\C([H])=C(O[H])N([H])C1([H])[H],66.70821,2.82665
6840,[H]/N=C1\C([H])=C(O[H])N([H])C1([H])[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],63.88155999999999,-2.82665
6841,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]OC1=NC([H])([H])C(N([H])[H])=C1[H],40.74332,-1.7412900000000002
6841,[H]OC1=NC([H])([H])C(N([H])[H])=C1[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],42.484609999999996,1.7412900000000002
6842,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H][N-]C(O[H])=C([H])C1=C([H])[N+]1([H])[H],83.09834000000001,79.39401
6842,[H][N-]C(O[H])=C([H])C1=C([H])[N+]1([H])[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],3.704330000000013,-79.39401
6843,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]C1=C(N([H])[H])C([H])([H])N([H])C1=O,86.6282,-16.59887
6843,[H]C1=C(N([H])[H])C([H])([H])N([H])C1=O>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],103.22707000000001,16.59887
6844,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]O[C@@]1([H])[C]N([H])C([H])=C1N([H])[H],88.79456,48.14265
6844,[H]O[C@@]1([H])[C]N([H])C([H])=C1N([H])[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],40.65191,-48.14265
6845,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]O[C@@]1([H])[C+](N([H])[H])C([H])=[C-]N1[H],116.672,39.82188
6845,[H]O[C@@]1([H])[C+](N([H])[H])C([H])=[C-]N1[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],76.85012,-39.82188
6846,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]O[C-]=[N+]([H])[C-]([H])C1=C([H])[N+]1([H])[H],118.74249,116.33995
6846,[H]O[C-]=[N+]([H])[C-]([H])C1=C([H])[N+]1([H])[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],2.402540000000002,-116.33995
6847,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H][N-]C1=C([H])N([H])[C+](O[H])C1([H])[H],83.61055999999999,41.41994
6847,[H][N-]C1=C([H])N([H])[C+](O[H])C1([H])[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],42.190619999999996,-41.41994
6848,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]OC1=[C-][C@]([H])(N([H])[H])[C+]([H])N1[H],75.67354,71.87836999999999
6848,[H]OC1=[C-][C@]([H])(N([H])[H])[C+]([H])N1[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],3.795170000000013,-71.87836999999999
6849,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]OC1=C=C(N([H])[H])C([H])([H])N1[H],78.27893,35.45425
6849,[H]OC1=C=C(N([H])[H])C([H])([H])N1[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],42.82468,-35.45425
6850,[H]Oc1c([H])c(N([H])[H])c([H])n1[H]>>[H]O[C@]1([H])[C-]=C(N([H])[H])[C+]([H])N1[H],67.44969,59.91489
6850,[H]O[C@]1([H])[C-]=C(N([H])[H])[C+]([H])N1[H]>>[H]Oc1c([H])c(N([H])[H])c([H])n1[H],7.534800000000004,-59.91489
6851,[H]c1oc(C([H])([H])[H])c([H])c1N([H])[H]>>[H]C1=C(N([H])[H])[C@]1([H])C(=O)C([H])([H])[H],75.19206,38.64735
6851,[H]C1=C(N([H])[H])[C@]1([H])C(=O)C([H])([H])[H]>>[H]c1oc(C([H])([H])[H])c([H])c1N([H])[H],36.544709999999995,-38.64735
6852,[H]c1oc(C([H])([H])[H])c([H])c1N([H])[H]>>[H]C(=O)C(=C=C([H])C([H])([H])[H])N([H])[H],66.67349,30.24313
6852,[H]C(=O)C(=C=C([H])C([H])([H])[H])N([H])[H]>>[H]c1oc(C([H])([H])[H])c([H])c1N([H])[H],36.43036,-30.24313
